type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-01-25 07:00:40,24.85073500,67.00371500,3.60,4.600,,1.361,353,14,42,,
T,2024-01-25 07:00:41,24.85073167,67.00371000,3.60,4.700,,1.290,335,13,42,,
T,2024-01-25 07:00:42,24.85073667,67.00373000,3.60,5.100,,1.262,111,15,42,,
T,2024-01-25 07:00:43,24.85074167,67.00373500,3.60,5.300,,1.193,136,16,41,,
T,2024-01-25 07:00:44,24.85073667,67.00373667,3.70,5.400,,1.072,168,14,42,,
T,2024-01-25 07:00:45,24.85073167,67.00374833,3.80,5.200,,0.953,173,14,42,,
T,2024-01-25 07:00:46,24.85073833,67.00379333,3.90,4.700,,0.853,123,13,42,,
T,2024-01-25 07:00:47,24.85075167,67.00380333,4.00,4.600,,0.788,86,14,42,,
T,2024-01-25 07:00:48,24.85074500,67.00382167,4.00,4.500,,0.000,,14,42,,
T,2024-01-25 07:00:49,24.85075500,67.00382833,3.70,4.200,,0.745,115,14,42,,
T,2024-01-25 07:00:50,24.85076500,67.00384500,3.60,4.100,,0.800,57,14,42,,
T,2024-01-25 07:00:51,24.85076833,67.00387833,3.40,4.000,,0.874,68,15,42,,
T,2024-01-25 07:00:52,24.85076667,67.00389833,3.30,4.300,,0.924,48,14,42,,
T,2024-01-25 07:00:53,24.85076667,67.00390333,3.30,4.600,,1.006,31,15,42,,
T,2024-01-25 07:00:54,24.85080167,67.00390667,2.70,4.000,,1.073,16,15,42,,
T,2024-01-25 07:00:55,24.85080667,67.00391167,2.50,3.800,,1.024,320,16,42,,
T,2024-01-25 07:00:56,24.85081167,67.00391667,2.30,3.900,,0.984,358,16,42,,
T,2024-01-25 07:00:57,24.85080500,67.00391667,2.20,3.800,,0.915,321,15,42,,
