type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
W,1/25/2024 6:03,24.85067833,67.00460167,2.1,0.9,,0.155,53,16,37,,Parking
W,1/25/2024 6:04,24.85044,67.00516667,2.2,4.2,,0,,20,36,,Talpur house
W,1/25/2024 6:06,24.85039167,67.00425833,2.8,12.3,,0,,19,37,,Main library
W,1/25/2024 6:09,24.85092,67.00391333,2.8,8.1,,1.481,137,15,39,,English department
W,1/25/2024 6:10,24.85093333,67.00430333,1.9,0.6,,0.615,96,21,39,,Indoor sports hall
T,1/25/2024 6:03,24.85067667,67.004605,2.1,0.9,,0.189,197,15,37,20240125-110332,GPS Logger: 20240125-110332 - Right portion from parking
T,1/25/2024 6:03,24.85067667,67.00460333,2.1,0.9,,0.152,251,15,37,,
T,1/25/2024 6:03,24.85067667,67.00460333,2.2,0.9,,0.145,152,16,37,,
T,1/25/2024 6:03,24.85067833,67.00460167,2.1,0.9,,0.155,53,16,37,,
T,1/25/2024 6:03,24.85068,67.00460167,2.1,0.8,,0.161,61,16,37,,
T,1/25/2024 6:03,24.850685,67.004605,2.1,0.8,,0.204,28,16,37,,
T,1/25/2024 6:03,24.8507,67.00461167,2,1.1,,0.193,47,16,37,,
T,1/25/2024 6:03,24.85071667,67.00462167,2,1.2,,0.183,298,16,37,,
T,1/25/2024 6:03,24.850725,67.004625,1.9,1.4,,0.164,292,16,37,,
T,1/25/2024 6:03,24.85073,67.004625,1.9,1.5,,0.17,154,16,37,,
T,1/25/2024 6:03,24.85072667,67.00462167,1.9,1.5,,0.188,203,16,37,,
T,1/25/2024 6:03,24.85072667,67.00462,1.9,1.6,,0.211,212,17,37,,
T,1/25/2024 6:03,24.85072333,67.00462,1.9,1.5,,0,,17,37,,
T,1/25/2024 6:03,24.85072167,67.00462167,1.9,1.5,,0,,17,37,,
T,1/25/2024 6:03,24.85072,67.00462833,1.9,1.6,,0.322,109,17,37,,
T,1/25/2024 6:03,24.850715,67.004635,1.9,1.8,,0.329,130,19,37,,
T,1/25/2024 6:03,24.85071167,67.00464167,1.9,1.8,,0.392,116,19,37,,
T,1/25/2024 6:03,24.85071333,67.00465,1.8,1.9,,0.463,99,19,37,,
T,1/25/2024 6:03,24.85071333,67.00465833,1.8,1.9,,0.529,94,19,37,,
T,1/25/2024 6:03,24.85071167,67.00466667,1.8,1.9,,0.584,101,19,37,,
T,1/25/2024 6:03,24.85070667,67.00467667,1.8,1.9,,0.636,108,19,37,,
T,1/25/2024 6:03,24.850705,67.00468667,1.8,1.9,,0.7,104,19,37,,
T,1/25/2024 6:03,24.85070333,67.00469833,1.8,1.9,,0.764,100,19,37,,
T,1/25/2024 6:03,24.85070167,67.00471167,1.8,1.9,,0.834,103,19,37,,
T,1/25/2024 6:03,24.85070167,67.00472333,1.9,1.9,,0.887,100,19,37,,
T,1/25/2024 6:03,24.850705,67.00473667,1.9,1.9,,0.935,72,18,37,,
T,1/25/2024 6:03,24.85071,67.00475,1.9,2.2,,0.982,74,19,37,,
T,1/25/2024 6:03,24.85071333,67.004765,1.9,2.3,,1.033,84,19,37,,
T,1/25/2024 6:04,24.85071667,67.00478,1.8,2.3,,1.086,79,19,37,,
T,1/25/2024 6:04,24.85071833,67.00479167,1.8,2.2,,1.122,85,19,37,,
T,1/25/2024 6:04,24.85072,67.004805,1.8,2.3,,1.143,92,19,37,,
T,1/25/2024 6:04,24.85072,67.00481667,1.8,2.4,,1.175,95,18,37,,
T,1/25/2024 6:04,24.85071667,67.00482833,1.8,2.5,,1.213,86,18,37,,
T,1/25/2024 6:04,24.85071833,67.00484167,1.8,2.5,,1.251,86,18,37,,
T,1/25/2024 6:04,24.85072,67.004855,1.8,2.6,,1.274,84,18,37,,
T,1/25/2024 6:04,24.85072,67.00487,1.7,2.5,,1.278,81,19,37,,
T,1/25/2024 6:04,24.85072167,67.00488167,1.7,2.5,,1.291,94,19,37,,
T,1/25/2024 6:04,24.85072167,67.00489667,1.7,2.5,,1.306,98,20,37,,
T,1/25/2024 6:04,24.85072,67.00491,1.7,2.3,,1.307,88,19,37,,
T,1/25/2024 6:04,24.85072167,67.00492333,1.7,2.3,,1.312,94,19,37,,
T,1/25/2024 6:04,24.85071667,67.00493667,1.7,2.1,,1.306,108,19,37,,
T,1/25/2024 6:04,24.85071167,67.00494667,1.6,2.1,,1.3,95,20,37,,
T,1/25/2024 6:04,24.85070667,67.00495833,1.6,2.1,,1.281,95,19,37,,
T,1/25/2024 6:04,24.85070667,67.00497,1.6,2.2,,1.238,92,19,37,,
T,1/25/2024 6:04,24.850705,67.00498167,1.6,2.2,,1.223,93,20,37,,
T,1/25/2024 6:04,24.850705,67.004995,1.5,2.2,,1.23,84,20,37,,
T,1/25/2024 6:04,24.85070333,67.00500667,1.5,2.3,,1.22,94,21,37,,
T,1/25/2024 6:04,24.85070167,67.00501833,1.5,2.3,,1.207,96,21,37,,
T,1/25/2024 6:04,24.8507,67.00503167,1.5,2.2,,1.207,102,20,37,,
T,1/25/2024 6:04,24.85069833,67.00504333,1.5,2.1,,1.214,113,21,37,,
T,1/25/2024 6:04,24.85069333,67.00505667,1.5,1.9,,1.243,118,21,37,,
T,1/25/2024 6:04,24.85068833,67.00506667,1.5,1.9,,1.244,113,21,37,,
